product_id,length_cm,width_cm,height_cm,weight_g,material_type,fragility_label,historical_material_volume_cm3
8afce191-7d0c-44a1-8ced-e5dfd4684550,13.3,14.26,13.67,1440.59,fragile_liquid,2,2801.36
0ba2ad11-8081-4da7-b964-94785549fcea,42.46,40.51,13.01,3275.16,standard,0,21516.96
edc75cf9-993e-4a55-bc7b-7e6a87fcfb51,11.43,11.92,7.37,569.22,glass,3,979.35
aa026f79-0c49-44ce-ade9-61e929d47d47,31.14,21.48,12.42,2083.57,electronics,2,9434.68
e29202c6-7dc3-4f69-a6a7-5d50edb5de97,41.32,21.78,7.91,296.96,apparel,0,7220.21
d5116bff-789c-45b9-8233-21805a8c6df5,27.91,23.62,15.41,383.92,apparel,0,9913.36
d2de06e1-7947-45ca-85d6-217204fb21f0,24.09,9.64,21.34,812.65,standard,0,5101.07
82a987e5-4fca-400c-b750-ea58d71adf29,23.85,10.95,17.4,1298.38,electronics,1,5024.0
2c8694c3-5fb6-4320-a7fa-c4f4826df10c,33.42,32.91,4.99,245.73,apparel,0,5360.92
376bb6cf-f321-499b-80e4-3c17d5b708bf,13.02,8.45,7.91,535.05,glass,2,933.45
2545d21c-4c75-4449-ae6e-482e5b371eb9,9.04,18.9,13.19,597.8,electronics,0,2267.24
f55e3505-2e0d-4fe1-8a12-278b1e1b794c,13.03,9.72,14.37,952.41,fragile_liquid,2,1830.45
dc7f032f-542e-40cd-b980-700382a9cb1e,30.2,26.25,12.84,436.06,apparel,0,10470.94
b7592901-e65e-4aa2-a0de-cbfdef3e9919,15.39,7.6,8.97,648.06,glass,1,982.85
e84b6a9c-4c87-44bc-aea3-9ef35a6d876d,8.62,12.74,20.08,518.21,standard,0,2248.75
5788a3f9-c94b-4efb-b2e0-fd6ad4704f16,17.03,23.99,5.86,686.76,electronics,2,2367.33
35b0b2d0-4a1b-4ed4-bc9d-867b80a8c26e,16.67,16.29,17.6,743.16,standard,1,5183.4
3bcf4a70-1f3c-4a57-bc76-84fa6e062c6b,13.95,13.79,7.86,941.46,glass,2,1626.05
acaf2668-7960-4b77-b0c4-45b1596f13d1,38.55,35.15,3.48,179.08,apparel,0,4580.53
5f50db88-66e6-4744-b957-5b6e7d2a43c3,9.44,26.98,11.71,688.64,electronics,2,3164.02
7793d0fb-3def-41b8-8c24-b237ad892333,25.05,32.84,12.15,2548.37,electronics,2,9422.66
e82b3427-aa10-4a5d-bad0-ba8e3ce7976c,10.36,29.14,7.55,492.55,electronics,2,2211.65
a42e5fd7-c25e-4024-8949-6edb778f6c97,21.78,19.73,7.73,862.93,electronics,1,3533.91
85e03f02-b94f-445e-b930-1e472d5e7784,29.55,11.48,10.83,648.7,standard,0,4137.84
91ac6c5e-c826-44af-a71c-b054fae9247d,39.26,19.94,11.02,343.99,apparel,0,7937.03
ecff1dc3-4129-4bad-89b4-3ce954606496,27.35,17.62,17.31,1396.92,standard,1,7479.29
18fd1ce6-7f20-4059-a032-c67a1cdbda35,33.74,18.81,9.65,1578.33,electronics,1,5413.09
1fa60065-ed96-4014-8633-49951caf2e97,10.7,12.47,13.21,942.22,fragile_liquid,3,1702.42
b4db6245-d9aa-45e6-b8c0-e0eff9b7b8c3,12.44,10.51,4.44,122.84,electronics,1,618.39
0c7db259-2737-42e3-8656-133c4c25e205,32.73,38.85,23.22,4366.91,standard,1,31542.66
14e5a04c-7437-4680-83a5-f44038b98b57,23.05,8.42,4.55,273.11,electronics,0,985.3
daa6ec94-9dab-4320-b62e-c1b4d600f52d,17.1,18.45,8.92,778.23,electronics,1,3130.57
638586e2-07ab-461c-a2bd-0eec5701303a,13.84,13.22,6.54,748.31,glass,2,1088.62
bbc64d2b-201f-41f0-a043-49996c4d3fdb,11.1,11.51,14.87,1176.84,fragile_liquid,3,1995.56
0edde6a6-0618-4e46-b5cf-e1b549b26da3,23.65,30.05,16.83,522.71,apparel,0,11619.34
978baed8-b60e-4630-994a-43dddd9620e0,10.98,10.49,8.26,635.99,glass,3,1184.72
54bbd64c-83b6-4ce4-a740-9d28a109435b,17.51,8.66,7.89,697.73,glass,2,1195.41
baf25867-5581-4c1f-b6a4-a4f0ca448f6d,6.07,25.67,16.79,382.17,standard,0,2693.92
ee7e2614-8066-4489-9c3f-b19085893d41,11.91,17.89,16.92,923.8,electronics,2,3772.37
3317d774-03e1-4fe7-bbe2-7c392a909689,29.49,19.79,14.95,1358.71,standard,1,7355.99
d1f7aecf-95d5-48f9-98f9-36f45734021d,41.89,22.34,17.09,659.82,apparel,0,14814.75
c1c26e2e-5a00-4ce3-a5e1-6abd13988ebb,10.37,24.21,9.42,691.57,electronics,0,2233.37
49db6a70-8843-4cd0-9e42-e4bed5f862a6,35.76,39.79,12.31,718.58,apparel,0,19160.54
4575262a-6dd6-43e8-8978-0c7022bbfa8e,12.12,9.23,7.9,550.26,glass,3,1018.36
c31679c9-1363-4c21-98f5-faf15bab3d48,23.81,17.62,7.86,799.32,electronics,1,3580.45
78798c06-6922-40ef-a096-51f1a3c4e0c7,24.87,9.0,9.03,420.14,electronics,1,1945.22
a9a478d0-f7ca-4129-95cf-a1513624036a,22.84,22.57,10.68,1309.91,electronics,1,5089.11
8c3a75c2-4454-48e2-8202-15ec265aaec6,37.98,12.37,1.0,130.75,standard,1,508.54
f1b62c1e-6818-4072-9a57-b48e81dc4143,11.68,8.92,8.44,503.49,glass,3,1004.27
9f4929a9-419f-409a-a682-cc3ba680090e,15.67,10.37,21.17,1914.61,fragile_liquid,3,3773.25
df25b60e-87b7-42e7-affa-febde4781a49,36.99,13.51,10.74,845.81,standard,0,5712.37
26eeab62-2199-48c9-af7a-2302c841e5b3,30.55,19.7,13.89,2079.82,electronics,2,7163.17
52974a35-9699-4ff0-a65a-29ce1c5d4961,20.62,27.17,21.83,1764.8,standard,0,10879.38
fc53842f-f808-42a9-a998-899879f09211,13.43,11.35,7.87,807.76,glass,0,1313.91
031c2e00-06c7-43e9-94ad-dabc0b57ae36,56.91,21.05,11.42,566.39,apparel,0,13969.53
05fa0621-27ff-4a61-832f-5ef6d6ef150a,32.12,28.98,11.43,2639.49,electronics,2,11330.01
cb485be1-d8f5-445c-a477-f145d7b868fc,35.61,25.59,8.42,341.08,apparel,0,9407.29
92eeb8e3-ad16-430e-b874-e757b2e424c1,20.36,21.14,14.12,1505.45,electronics,2,5682.63
86949b31-f45f-4220-a250-16fec826fe90,15.34,14.74,15.57,775.0,electronics,1,3372.99
106d7d8f-1920-466a-bec1-65cf1260530b,27.43,15.94,15.88,1613.66,electronics,2,5688.34
e3f77c35-6589-4845-9c6b-120aea9e3f32,22.08,18.7,13.19,946.07,standard,2,6218.9
6bf162b7-a0ab-4d3c-b4a6-802fc5aac24a,10.72,13.67,17.45,1371.82,fragile_liquid,3,2302.6
41fc35f7-6cc9-4ab8-8083-c42f1eb2cfaf,7.98,20.18,15.6,1366.55,fragile_liquid,2,2479.79
8b30037e-84d7-4821-9efd-fb5be810f60a,10.77,6.37,19.31,663.23,fragile_liquid,3,1203.53
785152ef-02e7-4311-ad66-e0ee499b86e9,22.6,11.25,14.51,695.61,standard,0,3568.76
d68dd7cb-b495-4967-9567-7fbf1f9d2d1c,12.45,4.75,9.73,357.75,glass,3,726.05
e8c3c5b2-dce6-4d0c-b7a3-c302f6fccefd,33.43,17.9,13.49,2029.52,electronics,3,8810.4
3baee549-086d-4dc3-a71e-7f2806da9a42,26.81,16.39,6.8,588.93,electronics,1,2768.21
fa5ed5b7-93e9-4ec0-ba9a-0491026dadca,42.64,15.87,7.8,905.56,standard,0,4180.51
9ac61afc-0f1b-4b98-aba7-0de38ffe2512,13.66,11.25,12.3,1034.92,fragile_liquid,2,1880.9
cc329998-22b2-40a9-97fd-2e925341d9e7,7.78,13.27,16.69,910.27,fragile_liquid,2,1755.06
0efff2fa-a979-4ed6-b651-bc759d892c90,18.22,9.34,27.2,2584.63,fragile_liquid,2,4388.8
2543a8f7-b5f3-4cbd-ac06-c4524337dbba,13.02,11.19,7.87,639.1,glass,1,1106.63
353c0ecc-6a9a-437e-a7c5-c3d6d86a81d7,35.93,22.71,3.31,139.74,apparel,0,2881.79
13bcff29-c37b-4562-8e74-47550f5e81df,33.5,28.39,16.71,664.8,apparel,0,17839.37
51853d19-4b49-4c82-a415-6124f1e10632,34.12,41.46,16.86,3656.86,standard,0,20973.35
69111bba-5f91-4ede-9852-8b6c82c5aad0,15.04,6.62,18.23,980.48,fragile_liquid,3,1839.94
190c3d0b-a192-4247-b9b8-4f5a6dde24b2,25.09,21.54,17.06,2358.14,electronics,1,10202.13
4097be37-0b2b-4375-9a32-057c58f1b45d,17.97,19.15,14.46,1250.78,electronics,1,6414.38
f2e74cf1-1acd-4f35-8dbd-d35bab29bbe0,19.19,9.97,17.76,1873.24,fragile_liquid,2,4101.74
379c982d-a827-4172-b959-db2e513e4dd8,49.28,26.1,4.69,989.39,standard,1,5382.51
2f2663cb-2beb-493b-93fd-004849ab66b0,28.52,18.1,7.86,950.32,electronics,1,3802.69
7d0ad448-1bad-4ed7-b996-c05eb3161e59,44.23,25.34,4.3,168.12,apparel,0,5314.7
e36bbffe-e860-454e-a790-6e20e90cc5ba,13.2,12.98,14.44,1355.0,fragile_liquid,3,1904.26
34ecbe92-67d9-4068-9bbd-bd2e0762a517,16.06,37.1,12.05,279.33,apparel,0,7128.42
22046878-f365-4217-ac56-fb17f5c948e4,11.29,10.53,8.71,537.27,glass,3,1072.39
c9f1e710-2d7a-4331-a85c-bcf9a3681272,46.16,26.42,13.56,2444.01,standard,0,16488.75
fa015e31-e32a-47e3-8ba5-d4692230ae63,46.11,50.17,18.97,1783.61,apparel,0,39110.78
2683dd6e-c582-4b65-89af-926f62571f96,10.4,12.45,18.24,1303.84,fragile_liquid,2,2510.82
2ae2a6ee-b626-4dcc-809d-f6d90d1ae3a5,6.65,11.97,10.34,488.65,glass,2,771.09
1f2acd4b-e462-4dbe-8152-685a784bea8b,16.42,25.19,7.74,903.39,electronics,1,2773.0
2c45f107-f170-471b-ba9d-dcc92e2b2f8b,42.39,23.16,5.24,185.78,apparel,0,5398.93
790487ec-4246-4381-a22b-d891fa00cd48,16.99,8.68,12.94,1001.95,fragile_liquid,2,2115.56
51d9fa9f-a84c-44b8-b4d5-380f8aef637b,43.17,19.51,14.23,422.72,apparel,0,11617.99
07655aa3-74a8-47dd-a56c-389666641fe3,14.93,7.74,16.35,1087.67,fragile_liquid,3,2009.03
dc2b927b-2a5a-4d26-84f3-bc715c8ab41c,43.49,49.24,11.83,1038.69,apparel,0,25085.15
bba92fcd-3fa3-45ab-83b2-9730027a7e0e,20.29,6.76,10.71,420.73,electronics,2,1461.34
a7b81c97-5c78-45fc-afbc-ea5a7644640f,47.39,23.43,8.84,436.49,apparel,2,10137.28
99aecc3b-4e7b-4ed1-95b9-6a55fc3bf894,10.14,25.4,9.16,539.57,electronics,1,2139.74
dc439860-12e0-440f-9f46-47547e5206b5,42.66,19.25,8.46,315.0,apparel,0,7094.0
379ce3db-a1b6-4c8c-977b-d4419ccdb271,28.46,30.51,21.03,2720.25,standard,1,18433.45
67bd781f-698d-4050-8b8d-ca7970e8a8b2,9.3,8.54,6.62,322.88,glass,2,484.15
c9dbf254-009a-45e4-83d8-f444e67de3f5,36.32,25.05,22.79,793.77,apparel,0,21680.91
21df007b-59ae-4496-ba67-355082ba9e4f,23.77,11.13,12.04,859.31,electronics,2,3629.54
84a992ff-1fd8-4fd1-9d20-4609d09fd348,7.32,6.84,9.02,309.9,glass,2,422.0
85715f44-8228-4d0b-b9e5-bba73577aae5,45.81,34.06,16.89,1071.86,apparel,0,24537.13
02c0548c-8abf-4094-be23-73217dac662a,53.83,17.63,13.11,1880.92,standard,1,12716.9
7d9836f4-7e57-4324-8e81-6bf4c868a4b7,20.56,22.87,26.02,1872.04,standard,0,11223.85
90358e44-ec3b-4c16-b94f-50d519288f8a,8.03,10.8,10.66,536.79,glass,2,1016.25
e45ffe45-47d1-4ec5-a31a-78c1baea78c5,15.03,11.73,22.08,2175.55,fragile_liquid,3,3828.18
2b73aca0-b79d-4030-8f73-165f83823cb0,7.06,20.06,5.85,283.25,electronics,2,780.17
21da11df-fe71-423b-a077-923a277d78ca,42.74,23.89,31.48,4892.09,standard,0,28817.94
d5c091b5-32c2-4aa1-ae57-d2d47e431c43,11.28,8.1,5.5,331.23,glass,3,480.85
b9270c66-424f-4f7d-8e64-cd6d47aed9c6,9.39,13.03,23.14,1533.05,fragile_liquid,1,2538.97
f9d121bd-f1ce-475d-b6fd-109256168dd5,16.96,12.64,16.75,1942.93,fragile_liquid,3,3485.84
a66709fd-67a2-424b-b040-b05ef158f874,9.56,7.09,8.71,279.3,glass,2,613.42
0aad20d0-ce98-4ea2-92c8-ec5e9f37cec8,12.32,14.23,10.82,1018.15,fragile_liquid,3,1882.18
073e18ee-f958-489e-ae16-23c04337e8ef,10.5,10.6,12.24,748.92,fragile_liquid,2,1269.28
100c9f30-9f5e-41c1-9a96-3b4913642709,26.46,14.98,4.0,91.7,apparel,0,2025.12
5f4ad8b6-3d4b-43a4-9ee7-f0448a737184,16.34,5.48,7.81,413.06,glass,2,692.82
4bc773c6-5b65-4539-86fb-93afd5140160,9.8,8.45,3.49,245.71,glass,2,278.91
1c7b4601-a838-42c0-a325-0dde03793473,40.21,26.76,14.26,625.23,apparel,0,15326.6
88354040-3c25-4e19-92e0-b7379d5d5d4d,39.21,19.91,4.49,122.61,apparel,0,3915.76
c0a9c29c-99b4-46fa-9663-ea1a167d9c0f,23.08,37.4,11.59,463.16,apparel,0,11179.07
29037e14-4ccf-4dd6-9898-ef166af171e9,15.41,21.19,12.02,966.77,electronics,2,3496.91
808f90b7-8b00-4ffb-84f5-3101736cfd72,36.21,22.35,12.62,1581.07,standard,0,10859.89
d9d2b8c5-cad4-4a1c-97fc-85411415aee1,30.3,32.74,16.99,761.29,apparel,0,15049.8
fca89c5f-0611-4dc1-9e35-7afa5994041b,12.69,17.98,12.63,1526.21,fragile_liquid,3,2700.17
130d2ee8-cb98-4c58-acf2-6c53fd031d93,27.83,22.43,7.31,157.97,apparel,0,4909.79
556b2096-5643-4e14-8b6d-7e76a3c53e9a,10.78,10.77,9.14,651.71,glass,3,1233.99
c5a55a48-94a1-41ed-b3c0-74b1fb678afd,49.23,24.8,14.63,774.3,apparel,0,17849.26
677ca4ec-c0ec-42f0-9f74-d0216e5fc957,32.37,14.07,7.85,118.06,apparel,0,4250.94
beba5c3e-936c-4b04-aad1-ff2491b07367,13.29,11.54,8.55,858.33,glass,2,1022.49
7a6c62e6-5caa-4c9f-900b-1920a3ec3079,38.51,35.61,8.27,444.87,apparel,0,10098.23
36226f10-8696-4502-ba14-f0f2301e30c5,9.93,13.9,16.23,1290.08,fragile_liquid,2,2298.45
3f2cc341-eef0-4bc7-8079-71cb802a943b,12.47,7.39,7.11,381.2,glass,3,699.53
1c186e3a-45ca-4c27-a697-cbc2f4a507d4,25.01,19.9,12.05,1470.7,electronics,2,6434.04
cd4ab7e6-729d-45e1-87d1-89f537cccc47,9.15,11.27,9.52,535.93,glass,2,955.64
a40641bb-3b2e-4d43-bfe7-c01834e7481b,47.74,23.56,10.49,1843.02,standard,0,12240.46
4515c242-583f-4f39-b758-4729e92688b3,21.45,26.68,12.52,1110.65,standard,0,6257.52
3bc21218-c46a-4dc2-ad62-3c285f3cd083,39.3,25.99,10.55,1767.19,standard,0,10491.11
0f9395f4-bb8a-40fe-b378-aa497c25cebb,23.35,16.97,10.83,1047.44,electronics,1,3720.46
8b5b36a7-0634-47a4-84ca-7edd35a85bbe,15.94,8.1,6.62,485.39,glass,2,857.28
365e0c49-3b8f-4b1a-9c89-7bc10f328815,31.08,30.56,12.23,1658.96,standard,0,10655.89
6f5fc396-dd9c-4cb7-9dda-d081f646cf51,9.26,17.38,14.97,1368.75,fragile_liquid,2,2671.16
127cf7d1-7518-4714-8566-a963dd936f60,18.67,15.67,12.96,2073.37,fragile_liquid,0,3941.86
bb1fb30b-57cb-4ef0-8963-40029c9b8cf0,11.54,11.64,7.89,556.03,glass,3,1173.7
9e755a68-f801-4448-8e6c-7c38cec144b3,11.82,10.23,14.18,1005.21,glass,3,1883.64
581a0087-8e6a-4cdd-9909-4898a8fd63d6,23.31,21.33,13.03,1654.02,electronics,3,6799.52
b9313eca-35b9-4363-9b75-1dd11b9329c2,31.52,29.54,15.21,2219.39,standard,0,16793.37
a0220c3f-f4b4-4ea2-8fe2-cf225255b442,40.66,21.22,17.34,608.12,apparel,0,14148.54
30642d4c-553f-4d79-b4cb-9c4a5f1de9a0,53.36,28.52,9.54,549.88,apparel,0,13140.32
70b15e9a-822f-480c-b663-8a4a72abeb79,18.95,25.38,17.16,1240.78,standard,1,8233.37
0fb0acc2-a24a-4baf-abae-d512e7a13b42,21.36,26.39,17.49,2541.78,electronics,1,9820.39
e2480de8-ecc5-4e23-a203-a3600495759a,42.32,38.34,11.66,796.33,apparel,0,20161.27
d0f7724d-7be9-4c5f-9dc4-8e510bce65f5,33.66,21.07,13.93,2354.17,electronics,1,10995.37
a499958b-9d75-4c36-a181-3d5e5a063127,34.69,44.94,10.35,665.59,apparel,0,17265.58
6d96144f-c9aa-4e81-819a-e4f0777f2af4,10.22,10.59,14.1,753.81,fragile_liquid,1,1550.93
97a43f60-d0a8-48a4-a6c9-a52a000ee3ab,12.1,10.11,6.74,423.81,glass,2,735.04
094e9655-dce2-4b33-b5a3-ffb1a42480af,12.85,11.76,17.67,1495.76,fragile_liquid,2,2800.13
de4502b1-2fe5-4a50-b13d-ab1b5c72bd2c,7.88,22.65,12.01,538.44,electronics,1,2061.78
73bc4be0-7088-4199-b7cb-6dd69c279abc,11.96,14.45,8.16,824.43,glass,2,1300.16
cefd8878-276c-4425-944c-c591aae88c74,13.99,17.94,12.77,602.39,standard,0,3399.02
14043f62-e62c-4088-96de-cf1da0bb0d41,31.65,6.78,14.89,810.1,electronics,0,3888.7
98a12272-1d1b-47ee-9d99-63981dbce97d,39.0,20.01,8.88,317.62,apparel,3,6572.41
d5de9097-ad13-4744-bffc-e53e302a9431,40.18,18.31,9.77,1921.37,electronics,2,6979.97
de284460-a10d-43e5-a558-e39c33b782fa,33.42,24.98,16.79,2048.71,standard,1,13876.76
d3f90a2a-ef69-414f-abc4-b7bc067567b8,27.41,29.89,6.39,245.27,apparel,0,5725.1
aec06899-db0d-4009-88cb-ea0b7080fbb3,12.29,5.96,10.24,478.18,glass,2,838.47
b15022b2-1ca8-48a9-8df9-dc89723a2dde,19.06,15.75,3.33,197.84,electronics,2,1049.08
838b6c85-4cd7-4bb4-b429-f4b73d6a4d8a,11.15,8.85,4.87,273.59,glass,2,490.8
3cb0ab45-e826-4e5a-80ad-ec9718e546e9,18.56,1.0,12.61,146.46,electronics,0,275.71
d04f6d2c-8ee4-4c69-a303-a160de9d8d5c,35.28,26.11,9.46,329.81,apparel,0,9442.21
6cb59f3c-d1f7-4a4f-957d-9f55b8648d09,34.2,12.56,12.05,775.15,standard,0,4363.33
f6b2e0eb-2594-4802-88d6-9cada857e4b9,7.88,10.18,7.33,324.9,glass,3,529.29
e5cab6b9-c148-46b9-be90-f1216b363da1,31.62,21.26,9.17,1664.16,electronics,1,6053.02
4a2dc9d6-45e1-492c-ace7-039cdabb5292,26.23,20.29,14.27,1173.34,standard,0,7080.08
0342033c-fc88-49b3-acd7-c9be6a898397,13.29,8.08,8.53,563.61,glass,1,913.78
ad2d60c2-6fe6-4b30-bd09-04adfc38115d,19.07,15.14,17.29,2699.8,fragile_liquid,3,4977.13
9473164f-e81e-4762-8275-5ac75abec193,14.69,11.45,8.03,750.89,glass,2,1406.67
5d329e66-8bc5-471b-a107-fb59253a9e82,23.98,27.46,15.56,1489.84,standard,0,8946.22
83f60ea7-dd54-4ecf-9d88-9fab2aaa5cfe,13.32,5.07,9.3,356.89,glass,2,703.62
11cfb003-a024-4f0f-a934-acd782b9095c,7.91,25.5,10.13,671.11,electronics,3,2038.18
ca516935-a30f-4014-90c8-0e2dacefc0e1,13.09,10.62,20.4,1386.43,fragile_liquid,2,3182.83
11f44443-f56c-457d-b501-79d14ed17917,10.51,12.05,20.33,1344.16,fragile_liquid,2,1653.05
d3380fd2-eec0-40d6-a380-1b654c406908,30.81,24.16,17.54,2088.21,standard,0,10792.71
91361058-756e-4143-8379-275efc800d7b,44.06,23.83,14.17,573.86,apparel,0,17617.8
6a1d5e0c-e033-4bbc-aa41-db3174cb054b,46.39,19.22,19.91,2664.5,standard,1,19890.11
0a72427a-edae-421b-a5e0-79e614fdd214,14.61,8.99,22.28,1629.94,fragile_liquid,3,2714.05
59fdcdd2-59dc-47d9-b4e8-a444094fba6e,15.53,8.15,20.69,1393.95,fragile_liquid,3,2419.45
9bc5b91d-fd59-43c8-8b37-fcee83c528ec,15.18,18.16,12.04,1842.87,fragile_liquid,3,3439.32
02702206-04b6-4838-87a6-ecc0831b7a74,23.67,16.68,7.5,804.81,electronics,1,2508.28
b6aa03be-3507-4c3d-8158-fc067624eef2,13.03,12.48,20.05,1800.44,fragile_liquid,2,3231.72
331c2539-8291-4dc8-9a6d-a9df8a8f87f8,35.83,17.91,8.83,239.33,apparel,0,5964.88
72b278ec-5c52-4bce-aea6-6f101c5ba0f5,43.86,16.86,17.17,1863.74,standard,0,12475.56
2bbd15ad-8f65-4d48-aa3b-e5bb64cc90e9,6.58,8.83,9.0,238.44,glass,3,544.79
8d494440-3e0e-4cd6-b5fd-5e62b81e4241,12.41,18.21,1.53,71.42,standard,2,387.32
999cf0a6-b489-4e35-a7cd-d7e8e7d09f71,19.33,24.65,9.74,179.11,apparel,0,4400.18
504466cf-3e20-48a3-bd26-5b68505de981,46.33,32.05,15.84,3553.55,standard,1,24153.75
1c8e4aaa-da72-4183-8822-8c4a7068066d,7.34,11.2,23.3,1033.01,fragile_liquid,2,1917.86
031824c6-1dd6-4828-983f-aabd96adb679,8.93,22.94,14.91,744.08,electronics,3,3371.85
a84fb07e-aa35-473d-8712-024358cb04f1,23.04,20.57,4.53,21.11,apparel,0,2229.51
affccc6d-b0b8-473c-9107-3e8d7805c5fb,11.99,5.39,6.74,292.93,glass,2,404.78
a5b02b76-9c8d-4407-942c-937a94223e9f,15.27,8.46,8.23,551.37,glass,3,1207.65
cc0cdf18-8abc-4662-af9d-2a7a9aade9d5,36.08,22.12,13.48,446.53,apparel,0,10064.62
337d479a-cde0-4bc7-bfbc-3c413843d877,17.18,11.27,12.14,1277.73,fragile_liquid,2,2537.9
bfe1d579-3c74-4bf5-ad7c-6f5bf99f85e0,17.15,27.4,5.88,128.73,apparel,0,3156.11
41742a54-a3f8-40c5-8c5a-586e11ff8a2f,43.16,24.71,5.2,202.89,apparel,0,5379.81
ec2f6a80-450a-4b08-a08e-467f089a11e6,8.54,8.49,6.71,258.14,glass,2,544.0
afd1dcb6-97ea-4f0d-ab94-c87276d436d2,11.07,27.26,10.09,886.52,electronics,1,2943.12
84359cd8-d89d-4615-bd39-7f2108a6a88a,30.46,27.9,13.63,466.32,apparel,0,12020.93
9e01861f-d970-475e-87ae-de9826872c0f,22.72,19.82,8.72,663.19,standard,0,4169.59
98b1615e-5191-4024-9f28-f13a38f705e7,15.91,15.05,7.67,1015.77,fragile_liquid,3,1759.74
af65b2fb-0744-4dfd-83ad-83f3c61188ab,23.12,21.29,10.77,1272.26,electronics,2,5889.84
93e69292-61ef-4fe1-90bf-6a3da41d1aa0,13.37,12.97,7.07,717.9,glass,2,1126.33
35d0d281-56db-4bd7-9ffe-3bebc4fc40df,48.17,28.82,4.93,304.25,apparel,0,5755.97
14f60563-487d-4fb0-88ac-e2a35868386f,7.18,5.26,11.54,262.96,glass,3,398.16
3ee9b68a-399d-4aaf-82c5-4902b55981c2,27.93,20.68,19.47,2673.27,electronics,1,12061.31
65b9f5d8-ab62-472e-8ef1-5e52525e7962,39.03,27.64,9.31,450.22,apparel,0,8156.63
1ab5c484-e954-49b1-9093-378d43fcd2c5,17.0,13.3,6.34,476.0,electronics,0,1291.34
e6c60fa2-3de8-4cf1-8c04-9ed801961ae5,28.39,19.96,7.86,1194.52,electronics,1,4418.37
23a5dcc7-6fd4-4874-888f-f87de7f998da,55.95,36.11,8.69,673.75,apparel,0,20845.68
1f453b00-9e6f-401e-b333-eee39e39f717,14.3,4.16,13.47,497.96,fragile_liquid,3,850.01
132dd5a5-5e6f-49b0-8570-384f7f23aa4d,10.73,9.57,9.87,620.12,glass,3,979.57
9fb7cb6a-3936-4f4a-9ae8-3d10073dbf05,23.26,26.32,20.31,1835.88,standard,0,11230.41
a07ebb88-ab70-4b37-9ffc-17b499d94497,9.71,10.89,14.19,797.84,fragile_liquid,3,1583.77
