product_id,length_cm,width_cm,height_cm,weight_g,material_type,fragility_label,historical_material_volume_cm3
ab2fa42c-9c1f-4441-966a-72a7dd189b67,21.25,10.81,22.7,650.11,standard,0,4295.12
d369f803-1e83-4bed-8bba-c7b1e276d6ba,11.93,11.48,14.66,1138.48,fragile_liquid,3,1676.56
8180f079-aad9-4c2f-aa42-f59e491bfcd9,12.36,13.59,9.18,895.44,glass,2,1771.07
4140b82a-826d-445c-a26e-d2201a7ba1bb,20.08,19.93,9.79,972.83,electronics,1,4332.81
d73b1559-eecf-4999-b71c-3a63120e8140,13.38,13.93,20.16,2040.32,fragile_liquid,3,3766.72
eed0a62d-5323-4135-966d-96188025cc78,40.08,25.58,14.14,564.99,apparel,0,14943.53
42841386-15fd-496f-afb2-07035ebfd0a2,26.38,19.49,7.43,1054.17,electronics,1,4330.28
10659047-552f-4259-b29d-075b33d354cf,46.49,32.92,15.5,1026.67,apparel,0,27188.52
65161f3b-480c-416c-b0df-86dd5a78362a,31.91,26.99,23.39,837.85,apparel,1,20865.58
85cec671-372c-4913-be75-3ef054ee48bb,19.6,30.03,9.13,1300.54,electronics,1,4230.03
3bb3f331-1dde-4374-8103-c77ce51ef77d,29.01,22.75,14.23,2398.77,electronics,1,10952.91
521f93a8-e858-4379-8d4d-7109934f5624,23.27,31.38,17.49,510.81,apparel,0,12943.43
ed9ee4e3-e6af-4905-ab9e-c02c73f2bf78,23.3,1.35,1.0,10.0,standard,0,34.76
f744bd7c-10eb-4f76-a419-6d74662475fb,34.44,9.51,13.38,225.19,apparel,1,4025.92
5870997e-46fc-4089-9b18-8b975cdd9e5c,11.48,16.4,4.38,121.2,electronics,1,730.97
454347c6-d38c-4660-b7d0-0a48723238a2,11.93,9.86,6.64,422.98,glass,2,901.24
e4cd64b7-7f59-4229-8d47-f5ed7869839c,8.27,8.49,9.16,389.62,glass,2,614.14
2ac22d02-a49c-4130-accc-0e1333f810aa,11.4,8.02,6.04,103.45,electronics,2,688.32
bae749d0-a134-46d3-ae45-8d3f82f9309e,41.31,29.48,1.11,252.4,standard,0,1218.1
2b45b982-91f8-476a-a6f8-41567c303ec5,25.09,24.64,11.43,1181.51,standard,0,7138.56
84545415-a662-4fca-b755-f7feb1029ae8,16.22,8.77,10.33,856.69,glass,3,1346.55
72ca977b-eafd-40b9-b99b-a28df48f5ac7,30.39,20.89,2.23,281.83,electronics,1,1427.18
dcb6e3e8-e8d2-42f6-a00d-b3e968e8cd97,50.33,29.45,16.4,942.1,apparel,0,25893.09
3557dcde-1aa9-45de-bbc3-e0b1e1e0d4b6,22.57,12.12,7.67,341.76,electronics,1,2244.57
e8798824-9eb0-4ac0-95ed-b50feb104774,40.64,25.37,6.93,277.66,apparel,0,6287.06
ecf18747-9afa-44ee-a024-707e63f5b2f9,28.13,19.49,27.8,2509.18,standard,0,14357.31
554b813b-44a1-42b1-a8b4-00b3510a7b2c,20.0,22.36,14.66,1169.59,standard,1,7199.71
5bcd6ae5-5d66-4f34-b616-cccfb935fc9c,38.42,10.71,13.48,1427.78,electronics,2,6156.91
11c42e27-c10b-42a9-9317-d1cd7e4975fa,10.54,9.04,7.73,419.47,glass,3,721.41
e23c31ea-66a2-4b97-b956-4fd9083feb7c,42.7,26.04,4.36,159.61,apparel,0,4681.47
8d141c46-ab17-457a-9046-0a68317c3fe1,21.48,15.82,4.04,331.77,electronics,0,1442.81
4c643f25-f03f-44b7-a52a-e2f241e8ff5b,35.09,26.94,11.55,1734.6,standard,2,10557.35
7d3392ef-ef54-4665-beab-939eb9b63c60,23.54,17.85,7.39,969.44,electronics,2,3470.45
2f81ba0c-4168-42d8-bcdb-16eeb584e7a4,26.02,16.63,8.02,852.66,electronics,2,3737.31
bcb8add8-4004-4a46-9653-35503527a273,18.97,17.74,12.51,680.9,standard,1,4206.15
8414535e-eb20-4282-9649-33bfde1a98c7,24.97,27.04,3.8,103.63,apparel,0,2756.21
15ae5a61-dbab-4bd8-9775-15ecde3a211a,27.41,25.96,10.12,260.95,apparel,0,7986.6
34c586b9-cfe8-4f8d-beaf-16df146be1bb,23.52,24.87,5.55,864.1,electronics,2,2464.75
5381eccb-915b-4c77-898f-7a9ec61fc9b5,9.27,12.25,9.46,595.87,glass,2,917.7
dc493f20-14ee-4c6d-b2e1-97f0ec02181d,30.3,13.99,31.15,1940.95,standard,0,12768.04
b93f2056-6cc7-48a7-a14b-5b4a04e64ea1,48.96,14.44,17.79,1797.95,standard,0,13313.7
38fe86e9-6c1f-45af-95b5-8b40f6788a85,26.17,8.7,14.68,984.62,electronics,2,3519.57
3cb0ab45-e826-4e5a-80ad-ec9718e546e9,18.56,1.0,12.61,146.46,electronics,0,275.71
5fcb0f8d-4742-47b2-a108-2eb71a42275a,29.88,1.0,17.85,130.42,standard,1,586.94
278bc45e-fb73-4b70-b731-9204743fd20a,28.68,14.83,14.12,1535.1,electronics,1,5853.43
a69b451b-c93a-49c6-a9b6-2e3f67f4dec7,16.57,6.74,6.42,283.61,electronics,0,669.45
601ab432-95b8-40bc-9c55-50dcc3598328,24.74,31.75,9.07,933.07,standard,0,7714.65
d3d4f3f8-8147-4fd4-a86a-2f738bd77297,14.72,9.91,17.49,1325.2,fragile_liquid,3,2470.39
3984e85f-d6ff-40e3-8c31-25fc48a9e00c,14.24,36.07,10.7,732.79,standard,0,5130.21
a0c2bf24-641e-4817-a76a-fd2fdb09063b,20.21,9.83,17.78,1932.02,fragile_liquid,2,3803.59
a8fdbed4-827e-4e4d-b503-ac6d994fab1d,16.01,13.2,24.32,2835.47,fragile_liquid,2,4737.83
87d0c83a-452d-4008-83c4-1f3517023848,18.3,15.87,14.3,2378.03,fragile_liquid,2,4178.78
f70ea48e-00db-4cae-b374-1e6dbab6f874,53.97,23.92,12.7,698.43,apparel,0,17117.19
40d71627-7280-4eab-910a-c7f310bf1203,26.46,24.12,12.25,1244.07,standard,2,7246.42
33db5393-e753-4723-b68c-0dff713e8a24,7.71,4.0,13.93,32.76,standard,1,436.97
81f6c4f3-cafa-4be1-b608-4add80cc95cd,8.4,18.64,18.28,541.55,standard,0,2927.98
e3c20efe-4f53-4d20-9f32-76de20221a17,12.76,13.42,6.95,738.31,glass,0,1195.47
d391e771-433b-4808-a236-221b7ba0fddf,55.23,32.28,1.96,125.27,apparel,0,3256.16
23379f24-aa62-4597-b233-87317ac75050,43.63,31.7,11.01,655.1,apparel,0,17594.18
40353e46-c4dc-43ee-8db9-6f35eed228aa,10.03,11.17,7.38,157.77,electronics,3,777.91
12aab398-6f3f-4994-b491-2dd07b0f1ff5,12.95,14.46,8.72,1011.72,glass,1,1831.19
89c6ff76-5947-4c6f-88f3-03dcd893eadc,11.69,12.97,12.24,1114.39,glass,3,1869.28
c1d06a3b-a4b9-4e6c-a7c6-b4bb3a512cc6,11.6,14.84,6.34,661.32,glass,3,1210.11
b33653ca-e2cc-4b6e-9878-f989c247183d,20.31,12.9,24.2,734.62,standard,1,6310.73
1c25c58c-959b-4d81-b236-2c9aaae741ac,28.76,25.46,9.19,1722.74,electronics,2,6520.71
61dad257-a364-4f90-8e42-7b0971dcca26,24.18,39.82,9.76,380.12,apparel,0,10219.1
edc4848c-8c32-4ba8-9601-1f57dd40787a,47.94,27.88,13.64,708.13,apparel,0,18262.43
7f084d11-0d6c-4de9-ac91-5bef1a160d06,14.84,7.95,23.38,1613.77,fragile_liquid,0,2320.2
0fb0acc2-a24a-4baf-abae-d512e7a13b42,21.36,26.39,17.49,2541.78,electronics,1,9820.39
34098616-2256-4f20-855c-a2db405500d2,10.36,18.01,16.09,1651.81,fragile_liquid,3,2911.97
b8c33314-7191-4d14-9cc2-71cd9c69e9c5,36.82,27.02,14.84,2361.89,standard,0,14911.47
a58cf719-a425-4b26-880e-502018c4b86e,13.79,9.88,14.57,1191.51,fragile_liquid,3,2393.15
825caabd-3dab-4067-b405-05853fe8e3e6,22.39,25.0,5.71,830.54,electronics,1,3349.32
9c417101-105a-4f4b-b467-1f208e142674,11.15,10.26,10.19,748.88,glass,2,1184.8
a3983fb9-ad8e-47ad-ae15-fcbbc9a247c8,29.23,29.21,11.11,354.06,apparel,0,9761.26
da3c96b2-4575-4b8c-a835-541efa54d92c,13.75,12.79,25.83,2560.62,fragile_liquid,3,4398.06
b5c499d4-e6b3-4404-b09d-bc72a6906f27,16.36,13.02,13.98,1542.77,fragile_liquid,3,3077.26
1ac2322f-ed92-424c-afe2-136dbbefe734,9.91,13.26,16.89,1255.59,fragile_liquid,3,2272.33
9fb1a723-f5a9-45d6-8a0e-5f9d69841996,11.64,8.18,9.25,482.21,glass,2,652.02
25649e74-5e6d-4192-92f2-b61f790a98d3,8.58,9.32,7.4,367.91,glass,3,555.58
d9d0367d-62e8-4946-b049-3248d08f8731,16.29,9.09,16.11,1237.53,fragile_liquid,3,2391.17
fb39297d-73ca-4958-b667-73821d4009e2,35.33,17.88,11.28,315.48,apparel,0,8086.09
f42b01f9-8ab0-4523-bb09-9d43e90a7a5f,13.34,7.38,10.94,627.36,glass,3,1071.01
32948a64-d62c-4dde-9588-0e91e373abef,22.09,18.17,14.94,1426.41,electronics,1,5841.54
d3ab0cfc-3f6a-4e03-89f3-353f753560ed,16.72,12.8,4.17,523.1,glass,2,880.65
969454ed-f920-4095-ac4b-382ed68added,24.82,19.46,12.63,1023.99,standard,1,7160.5
92c3bb13-26ca-4a71-87bc-96ee521eb712,24.61,17.86,10.34,987.33,electronics,2,3917.3
83c3932f-c386-4ba8-b308-e26ec1ea8332,14.39,12.85,11.15,1187.06,fragile_liquid,3,2090.45
9d598e4a-7cef-45c7-9fc3-b440024bb7ba,10.68,11.39,8.66,640.14,glass,3,1037.87
83d6d3e0-2556-4840-84d8-9a82218ce5bd,21.56,23.59,10.78,1219.08,electronics,0,4387.6
a6d6b5b8-a0f1-4629-ad30-cc90b913c827,11.0,12.41,25.09,1904.74,fragile_liquid,3,3237.82
45d4250a-5dda-4a29-8b9e-e0738fee079d,40.39,41.58,11.41,781.08,apparel,0,21005.56
d7935bc1-2760-4fba-80cb-31ab51f5a26e,34.5,26.36,12.14,409.91,apparel,0,11542.6
e3c93138-e59d-4cfd-9967-a3e850029920,7.76,16.42,12.31,1004.19,fragile_liquid,2,1866.69
5707ad4d-ebbe-4f45-a942-b62e9a4c4e91,15.16,12.76,6.34,329.23,electronics,1,1501.25
ad8ccab6-3129-4642-8d53-5303c5d5e112,7.55,8.05,3.61,92.9,glass,2,258.04
6f27f5e7-fd41-4bad-b7ce-4fea5f410147,16.2,13.8,15.4,881.01,electronics,2,3316.9
6c2414d9-089f-4a7f-a03d-befa289e31a9,23.33,16.28,4.82,414.68,electronics,3,1762.94
2a5c40ba-b2d6-47e0-b2b0-ba212cda2f70,20.96,19.23,18.72,1898.38,electronics,2,7462.38
068bd736-a734-4e86-b120-57f21ea88f73,18.57,7.55,16.56,1295.45,fragile_liquid,1,2480.66
837a79cf-21c6-4277-9e30-f8736b91b009,14.7,17.66,8.97,567.1,electronics,0,2130.18
8fd887be-4c4e-45f7-a9b7-c1ed0bff17c7,14.9,10.98,7.46,752.15,glass,0,1102.9
52a939d5-9b2d-4e92-850c-c6bcfd33d0c1,31.65,27.48,4.52,1001.77,electronics,1,3403.75
90b61cdc-12a7-4103-8a6d-fb69742e2e29,19.34,35.74,18.43,1778.46,standard,1,13529.17
95415f69-201a-4ceb-af87-6c06ee3dabd5,33.98,23.47,1.0,38.16,apparel,0,756.9
9aa2d5a2-3c5b-495c-8288-49caeeb32726,24.3,33.63,9.6,273.57,apparel,0,7535.34
edad52ba-48d9-43db-bc2f-2eff579b78c9,21.48,27.44,7.95,759.46,standard,0,4672.08
180f7f5c-55ba-4d37-8fd4-da9278616df0,13.38,4.61,5.91,176.86,glass,2,363.86
929b0517-fc0b-4c5e-94bf-2283ffe29104,29.61,31.13,7.41,1129.57,standard,1,7027.06
f059d0eb-0cf2-43d6-8955-65f931f1076a,47.6,33.21,10.0,631.77,apparel,0,16233.59
7f4004f4-635a-4213-9cfd-b13fe19e85ef,14.99,6.89,13.63,701.62,fragile_liquid,2,1343.68
68a24a88-9c52-4927-bac8-774bf29fc092,12.3,10.37,29.96,2000.96,fragile_liquid,2,4182.01
7ae731c6-2d70-4a2f-9349-4fb5bff06c45,12.2,10.99,10.85,831.76,glass,3,1431.5
3dbb3833-3769-4181-bf89-7c1bdf96b0a4,19.73,8.88,13.18,1225.6,fragile_liquid,3,2041.55
9b9d7763-5b58-43a3-8eba-72715b869997,29.49,15.28,9.23,1068.64,electronics,3,4236.47
12f885e1-999d-4c23-8415-2a24110fed2f,9.61,11.78,11.56,744.61,fragile_liquid,1,1366.29
3baee549-086d-4dc3-a71e-7f2806da9a42,26.81,16.39,6.8,588.93,electronics,1,2768.21
694273a2-7747-4623-87ba-f1032ec786c8,29.16,34.24,12.15,474.24,apparel,0,12169.77
d856838a-2175-4e4f-983e-205d3afde0d2,7.63,9.69,6.97,280.68,glass,2,524.16
dea81927-7895-4f89-9933-eb14d735b6c5,30.5,20.26,7.57,627.98,standard,0,5066.0
2b789e40-05ef-4101-a581-98a3d80a2cf3,9.4,12.02,6.66,491.05,glass,3,734.86
1a48fa41-e48e-424e-964c-ad767d5b0dcc,55.55,12.74,22.09,2310.03,standard,1,14203.0
52fe78c2-c950-48dd-b769-84ee9bae67b7,11.23,18.74,8.83,462.05,electronics,1,1846.66
23e9780a-bdea-43cc-960f-33e801ab95da,31.68,6.94,13.74,510.4,standard,0,2894.18
689e011e-e1e3-4d4b-8186-bb52d6b98e4c,17.74,6.56,18.93,1222.32,fragile_liquid,3,1364.15
a3dc34fc-0d22-47e3-8ed6-fdc7344f0040,26.92,16.13,10.07,1064.74,electronics,2,4394.92
9b35100b-cdc2-440c-9f4f-6fd70bf562de,16.83,11.88,16.26,1812.93,fragile_liquid,2,2805.44
615bf605-ed89-469b-be89-ef758bc9e2c4,28.66,20.22,13.0,1170.33,standard,0,6566.23
05491f6c-8267-42db-8f7d-111cbb656723,13.85,16.15,7.84,963.49,glass,2,2076.69
3ab4f2d0-64f3-40e9-a717-a9af35fdd4cc,38.96,6.89,10.0,707.57,electronics,2,2760.94
28b849bb-7388-450b-927b-1ab7cd1a6847,36.51,27.8,12.85,522.54,apparel,0,12299.79
aa05bdfc-51e7-41cc-8713-2c481e9b50cc,15.03,13.31,19.39,2090.09,fragile_liquid,2,4709.44
53c502c0-c527-404b-9b78-8b9173722fdb,29.25,26.28,11.39,2222.02,electronics,3,8267.42
8e27cdf3-e481-415e-a6e8-31ec1d596e02,38.06,24.48,18.76,661.65,apparel,0,16743.92
8978e240-5228-44fa-a1b0-63700929fbd7,13.19,18.39,19.21,1342.22,electronics,2,5605.49
0685b4db-68f3-4c39-9363-066c5a2f11b3,19.97,15.81,15.97,2738.17,fragile_liquid,2,5261.67
cbc53142-89ff-4e93-9141-9b3ea76f3e29,26.16,24.12,13.03,286.11,apparel,0,8422.24
d4824957-5f5d-4dd4-a873-2aa32d226ef0,18.8,40.52,12.81,1505.81,standard,1,8656.34
4328d4b5-a3dd-4d22-9cc1-eeefa52469a5,14.9,15.49,21.86,699.42,standard,1,5336.8
ed76fece-510c-41e4-92f2-b040f76f5015,10.82,8.04,6.27,304.77,glass,3,534.3
48b12f68-34fc-494e-81c5-2c04b4506a51,13.34,11.21,6.53,629.45,glass,3,1066.45
c84176a4-8eeb-4de8-baf9-2a8b575418f4,23.26,18.71,3.0,378.46,electronics,2,1267.43
20a784f9-fea3-457c-a5ea-db781f6bfe10,6.19,12.07,15.88,566.42,fragile_liquid,2,1016.9
170d79cd-2d6b-4028-a25b-f830fd2605a5,33.46,29.43,6.33,1501.59,electronics,1,5866.92
2f28e2b3-85cf-40f1-96eb-bb93f0f72ae0,22.85,29.28,7.11,1316.61,electronics,1,5041.23
aab953a8-28d4-44c4-a7b8-693c160d4bee,10.24,20.31,15.54,983.89,electronics,1,3638.4
bdecbb39-97f0-4776-b857-cf045c237a10,15.13,12.55,8.44,988.28,glass,2,1423.87
ee1dfc47-cac2-472c-9ef6-720cc416ae69,24.06,21.35,7.09,912.94,electronics,2,2858.28
1f013e26-1ffa-481c-95bd-f6c8796c59c2,17.21,22.35,7.32,136.11,apparel,0,3110.26
e50da443-fb3a-4e45-a891-661ef7b00e33,38.28,31.0,20.92,3632.36,standard,0,26109.05
e629bead-5c65-4358-8ea0-60b9fad9b287,45.95,18.44,7.46,1614.65,electronics,1,5839.68
ec591416-a0c1-4e15-8ae6-4458148ea04b,9.42,10.53,6.87,456.33,glass,3,614.3
dba9aea4-febf-44b2-a5c6-4b6663470144,24.93,28.3,11.19,1138.92,standard,1,7250.79
17200679-7685-4ae8-9c7a-7f5704284923,45.05,32.72,12.28,2569.29,standard,0,15682.06
b9f5a489-0f03-4c5f-93cd-af816ed43154,20.31,31.31,9.33,240.01,apparel,0,5932.37
f574b19e-cabd-4e0d-a416-c119715133dc,14.59,29.88,13.52,936.1,standard,0,5007.23
9f4929a9-419f-409a-a682-cc3ba680090e,15.67,10.37,21.17,1914.61,fragile_liquid,3,3773.25
fa9201d2-82e9-4b60-a8c3-a50f1394ac02,15.77,12.73,20.7,2390.14,fragile_liquid,3,4391.03
3e8bd17a-b34a-4744-8b71-b890fd8f2e97,30.83,3.77,10.43,189.03,standard,0,1128.46
c49f7947-f584-489a-b28c-d249c540fb5a,53.46,21.97,6.75,316.93,apparel,0,7008.07
ecf5d3e1-0640-400d-ae32-513ef9fbccbc,11.31,13.39,23.56,1943.77,fragile_liquid,2,3237.68
fa8ce073-95f0-4190-ac7d-602509407c3b,45.59,7.28,9.36,872.06,electronics,1,2329.23
af8705da-4424-4e1d-93d4-3d49b47e4a1a,47.08,32.24,17.1,1036.56,apparel,0,28246.98
91bb1e76-d7fa-48d6-8415-29eadea79d21,40.51,14.16,22.62,1968.66,standard,0,10840.69
bbb83483-a62f-4fc6-ac6a-9a6982c686af,55.6,9.97,9.15,173.56,apparel,0,4940.01
92b788b5-4a2a-40cf-88bc-79eeecc299c2,3.76,11.4,17.86,507.81,fragile_liquid,2,767.28
c94bb367-7256-4166-9de3-cea22289ddf3,19.39,18.01,12.52,1002.53,electronics,1,5101.32
f1b5d5ce-6c86-463e-a052-48e0f48a7f20,30.12,17.79,9.68,661.75,standard,0,3919.22
eca5be61-88e7-4a9f-a2da-fbaa4e64dad4,7.74,15.49,11.89,790.31,fragile_liquid,3,1531.04
03076a99-4b07-4c71-8411-c211dacdbaaf,25.06,23.07,14.74,1311.09,standard,1,7539.82
346c8c59-1fe4-4ab1-9f8a-1a91769c44f8,35.38,19.16,11.02,1823.75,electronics,2,6820.19
e98515e9-090e-4667-83d5-de9df1641b40,22.65,16.27,13.74,1332.8,electronics,1,4705.47
18df8161-81f9-497a-9ab3-b83f7644e259,21.17,29.04,15.63,389.84,apparel,0,11063.76
45643960-d923-4588-a14a-2c4b481295f9,13.46,9.56,21.95,1597.73,fragile_liquid,3,2816.97
fc2eea95-2ec5-4c84-83ad-495232f53faf,35.85,33.47,13.46,651.41,apparel,0,15994.07
52589073-f2b4-4c5b-ab37-0e480499fa09,14.21,9.91,5.26,515.58,glass,1,650.64
88be6ea5-365f-48d7-932f-a2baa56120ae,32.1,27.05,16.99,620.32,apparel,0,15530.65
e4cb8c75-b3d2-42e2-881b-3fe34f7a7295,14.43,26.56,4.73,306.89,electronics,1,1890.41
8ba7e8aa-fb93-4530-a27e-157c11bd37b7,29.17,20.55,13.09,1944.05,electronics,1,8052.59
9d0adad3-574f-4636-82e5-fadc07e37127,6.94,12.31,8.35,428.42,glass,2,602.36
7e5e9cf7-da62-4128-8d75-2ed8abfe76d8,11.82,11.73,12.51,992.95,fragile_liquid,3,1757.8
fc3a4e61-1fa3-46f7-add8-79523b1b76ee,25.55,22.32,11.07,295.97,apparel,1,6031.45
11ebb6d8-aa18-4cc2-8786-92618dd266b0,32.01,21.43,9.09,1576.2,electronics,2,6294.27
3d49047a-d798-4bbe-87d8-0318dd785345,16.85,6.85,10.62,763.5,glass,2,937.24
e05bf364-f1a6-4949-87aa-69b243c63a7e,17.58,9.73,6.29,546.65,glass,3,1219.72
06c566bb-8016-4d30-a08b-fce4100e69ca,34.92,15.76,5.04,453.7,standard,0,2802.3
5240cf96-8943-4242-8b96-d0ad927c525b,20.74,16.61,10.33,427.23,standard,0,3661.62
0ab98279-98d9-45c8-9655-8148a598dcfa,41.0,11.16,14.88,1689.62,electronics,1,8167.25
cd80feb0-31dc-4792-94f3-c6c798793a70,20.54,12.49,12.62,1786.97,fragile_liquid,2,3087.43
930c93b5-5fd4-41cd-ae49-1948540b57a3,41.3,18.93,21.23,2459.95,standard,0,18214.7
94575be2-2386-4ff7-9778-d06bb13f29de,44.61,27.09,11.14,1854.02,standard,0,14565.48
59d98f6c-a2a1-4ee6-85e6-a3e554d40538,9.24,24.16,10.87,708.94,electronics,2,2341.42
1bd90c3b-f46e-49da-b405-03b04b3b7a71,12.77,10.18,23.04,1645.49,fragile_liquid,3,2172.72
85e03f02-b94f-445e-b930-1e472d5e7784,29.55,11.48,10.83,648.7,standard,0,4137.84
9f48d400-d55f-4f28-8d1b-78761f02d5eb,26.71,27.78,32.52,3703.57,standard,0,25266.56
3fffccdc-49ef-4eba-8d9b-fbaadde1c89f,38.92,15.9,12.76,1922.83,electronics,1,7939.86
08e76bbd-8823-487a-8fba-272f6015cf26,34.03,17.23,7.32,1045.8,electronics,1,4266.61
d56d25b3-6ff5-4ffc-a458-71d7bf96d7b4,15.8,13.88,24.37,2947.05,fragile_liquid,3,5375.96
a736070a-6700-4dc8-bd87-8b960e996ba3,12.95,23.2,16.78,723.06,standard,0,4681.54
b74cab28-27c7-46d5-814d-a7f4f38b03a9,26.21,34.54,6.69,271.92,apparel,0,6998.27
9559a75b-ef09-4234-aed1-cf23d8f52906,17.61,12.08,20.02,2309.88,fragile_liquid,3,4357.89
069d11f7-0659-4e87-a48e-3527a2f178af,14.25,9.09,5.99,537.46,glass,3,700.79
67db1d0a-0c8a-4c2a-9124-213bb2ef201d,26.27,13.98,10.97,958.69,electronics,2,4968.24
f9ae96f6-eb6a-4337-a1e5-ba64aa8e306e,11.84,9.41,6.78,460.64,glass,2,888.86
435b489d-72ef-4f0a-a5a3-823f60588438,14.3,11.45,9.26,896.39,glass,1,1484.53
829f9d17-1537-4002-939f-6336621b0fc7,32.49,23.99,13.57,1526.2,standard,0,9918.22
96d8bdad-ec39-44fd-adbd-75935bc3e393,21.18,25.19,10.22,245.76,apparel,1,4656.02
afd43c60-2954-4c67-b536-98f9c5689017,31.59,23.49,12.46,378.14,apparel,0,9634.9
8e59ed59-e768-42f9-8627-32059ce633e8,13.71,20.45,17.92,2716.91,fragile_liquid,2,4956.42
e0590f82-e1a6-47f8-88c6-ab8eff56a17b,30.06,12.26,12.36,986.91,electronics,0,3869.65
7b81f26c-8528-4cc8-b9f8-087b20e8f631,8.95,11.69,7.64,565.51,glass,2,736.18
8f3275c7-1cbf-4115-b6b6-1ce38581ccd9,23.7,35.12,14.77,456.61,apparel,0,14281.65
31b60cbd-5f50-495d-b081-cd59881673c5,5.25,10.4,8.95,270.4,glass,3,471.05
2158f240-41d1-492e-a63d-611ba595eed2,13.49,20.79,19.06,812.66,standard,0,5916.29
9c51cefd-b055-40a9-9452-ecd9fab84820,18.63,13.76,14.78,1972.91,fragile_liquid,2,3752.16
b9490daf-c4e4-4bf3-9713-38139208f24e,41.76,23.44,18.09,743.33,apparel,2,16672.66
2d23298b-b4df-4633-b53b-08a0c080ebd2,22.06,25.46,13.84,1275.23,standard,1,7688.62
bb568321-7ffa-4800-b22b-e78a4db49ab1,33.64,34.88,3.33,154.63,apparel,0,3782.89
14f18685-cbb5-49df-979c-9feb9f3cc587,11.93,11.69,5.01,426.54,glass,1,800.99
06329e9e-3789-40b0-9554-927735f0f160,10.78,12.49,7.96,650.48,glass,3,1061.61
dd8470c4-5afe-4280-a798-5f70c235c7fa,31.51,41.49,14.73,2921.43,standard,0,17553.58
1a1331e8-310b-45a3-9c70-bbb97555ca73,39.07,18.93,3.88,62.86,apparel,0,2435.73
45126af5-959f-4008-8304-bcf88ce27d84,13.1,7.58,3.33,164.91,glass,2,351.44
abfeb230-e489-4e5c-a943-af5721d3d2a8,20.63,22.76,9.14,1113.31,electronics,1,4088.18
7d0ad448-1bad-4ed7-b996-c05eb3161e59,44.23,25.34,4.3,168.12,apparel,0,5314.7
d0871156-8063-4af3-a119-0f4a3784daf2,56.08,26.56,19.39,1126.71,apparel,3,28461.07
a3d408e7-508e-4d17-93a6-7c77bc30554d,33.13,40.39,12.73,679.8,apparel,0,17681.0
